taxonomy_id,kingdom,phylum,class,order,family,genus,species
1456071,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_186_G04
1456072,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_187_A01
1456073,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_187_A08
1456074,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_188_F10
1456075,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_18_D11
1456076,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_18_F10
1456077,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_190_B07
1456078,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_190_E06
1456079,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_191_D11
1456080,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_191_E02
1456081,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_193_A03
1456082,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_193_D11
1456083,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_195_B01
1456084,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_195_B03
1456085,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_196_E01
1456086,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_196_F10
1456087,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_197_B03
1456088,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_197_F10
1456089,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_198_G09
1456090,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_199_C08
1456091,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_199_D03
1456092,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_199_E03
1456093,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_200_B02
1456094,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_201_G04
1456095,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_201_G07
1456096,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_201_H03
1456097,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_203_A01
1456098,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_204_F10
1456099,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_23_E01
1456100,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_23_F10
1456101,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_24_H04
1456102,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_24_H11
1456103,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_25_B05
1456104,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_25_D06
1456105,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_25_G08
1456106,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_26_A01
1456107,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_26_B10
1456108,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_26_F01
1456109,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_26_G04
1456110,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_27_D09
1456111,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_28_B05
1456112,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_28_C05
1456113,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_29_B12
1456114,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_29_F10
1456115,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_30_B02
1456116,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_30_B03
1456117,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_31_D02
1456118,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_31_E07
1456119,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_31_F03
1456120,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_31_F07
1456121,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_31_G08
1456122,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_32_A02
1456123,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_32_D07
1456124,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_32_G12
1456125,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_33_B12
1456126,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_33_G01
1456127,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_33_G02
1456128,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_34_B07
1456129,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_34_C02
1456130,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_35_A11
1456131,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_35_C07
1456132,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_35_D03
1456133,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_35_D07
1456134,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_35_E05
1456135,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_36_B08
1456136,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_36_H05
1456137,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_37_D10
1456138,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_38_E02
1456139,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_38_E04
1456140,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_39_A11
1456141,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_40_A11
1456142,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_40_C06
1456143,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_40_F03
1456144,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_41_D10
1456145,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_41_D11
1456146,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_41_H02
1456147,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_42_C02
1456148,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_42_E08
1456149,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_42_G11
1456150,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_43_D05
1456151,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_43_G12
1456152,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_44_G08
1456153,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_44_H07
1456154,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_45_A02
1456155,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_45_A03
1456156,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_45_E05
1456157,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_45_G08
1456158,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_46_D02
1456159,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_46_E07
1456160,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_46_F12
1456161,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_46_G10
1456162,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_46_G12
1456163,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_46_H07
1456164,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_47_A03
1456165,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_47_A04
1456166,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_47_A07
1456167,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_47_C08
1456168,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_47_F06
1456169,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_47_G11
1456170,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_48_E01
1456171,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_49_A08
1456172,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_50_F11
1456173,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_51_A05
1456174,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_51_E02
1456175,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_51_F10
1456176,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_52_B01
1456177,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_52_F05
1456178,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_52_H04
1456179,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_52_H07
1456180,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_53_B02
1456181,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_53_C08
1456182,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_53_D03
1456183,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_53_E01
1456184,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_53_E03
1456185,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_53_F06
1456186,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_53_F08
1456187,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_53_H02
1456188,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_54_A10
1456189,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_54_B03
1456190,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_54_C03
1456191,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_54_F04
1456192,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_54_G03
1456193,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_54_G11
1456194,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_54_H01
1456195,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_55_A11
1456196,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_55_A12
1456197,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_55_D03
1456198,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_55_F05
1456199,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_55_G04
1456200,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_55_H11
1456201,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_56_B06
1456202,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_56_C06
1456203,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_56_D04
1456204,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_56_F06
1456205,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_57_B01
1456206,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_57_D03
1456207,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_57_E08
1456208,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_57_F01
1456209,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_57_F02
1456210,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_59_C01
1456211,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_59_E10
1456212,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_60_F11
1456213,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_61_F01
1456214,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_61_F08
1456215,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_61_H06
1456216,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_62_E02
1456217,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_62_H02
1456218,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_62_H05
1456219,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_63_D09
1456220,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_64_A03
1456221,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_64_C01
1456222,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_65_A05
1456223,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_65_A09
1456224,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_65_D04
1456225,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_65_D11
1456226,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosotenuis,uncultured marine thaumarchaeote KM3_65_H02
